CFOP,DESCRIÇÃO,APLICAÇÃO,
6.923,"Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem ou em operações com armazém geral ou depósito fechado Vejamais[p5](NR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) efeitos a partir de 1º de julho de 2010– DECRETO 36.465/2011.","Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário foi classificada nos códigos “6.118 - Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem” ou “6.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem”.",
,,"Também serão classificadas neste código as remessas, por conta e ordem de terceiros, de mercadorias depositadas ou para depósito em depósito fechado ou armazém geral.",
,,,
,,"Vejamais[p6](NR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) efeitos a partir de 1º de julho de 2010– DECRETO 36.465/2011.",
6.924,"Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.",
6.925,"Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente","Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.",
6.929,Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também registrada em equipamento Emissor de Cupom Fiscal - ECF,Classificam-se neste código os registros relativos aos documentos fiscais emitidos em operações ou prestações que também tenham sido registradas em equipamento Emissor de Cupom Fiscal - ECF.,
6.931,"Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço",Classificam-se neste código exclusivamente os lançamentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribuída a responsabilidade pelo recolhimento do imposto devido pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço.,
6.932,Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador,Classificam-se neste código as prestações de serviço de transporte que tenham sido iniciadas em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.,
6.933,Prestação de serviço tributado pelo Imposto Sobre Serviços de Qualquer Natureza,"Prestação de serviço, cujo imposto   é de competência municipal, desde que informado em nota fiscal modelo 1 ou 1-A. (ACR Ajuste SINIEF 03/2004 e Ajuste SINIEF 06/2005) (DECRETO Nº 26.868/2006)",
6.934,"Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado- (ACR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) efeitos a partir de 1º de julho de 2010 – DECRETO 36.465/2011.","Remessa simbólica de mercadoria depositada em depósito fechado ou armazém geral, efetuada nas situações em que haja a transmissão de propriedade com a permanência da mercadoria em depósito ou quando a mercadoria tenha sido entregue pelo remetente diretamente a depósito fechado ou armazém geral. (ACR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) efeitos a partir de 1º de julho de 2010– DECRETO 36.465/2011.",
6.949,Outra saída de mercadoria ou prestação de serviço não especificado,Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.,
,,,
 Início,,,
,,,
,,,
,,,
,,,
,,,
CFOP,DESCRIÇÃO,APLICAÇÃO,
7,SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O EXTERIOR,"Classificam-se, neste grupo, as operações ou prestações em que o destinatário esteja localizado em outro país",
7.1,VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS, Início,
7.101,Venda de produção do estabelecimento,"Venda de produto industrializado ou produzido pelo estabelecimento, bem como a de mercadoria por estabelecimento industrial ou produtor rural de cooperativa destinada a seus cooperados ou a estabelecimento de outra cooperativa.",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
7.102,Venda de mercadoria adquirida ou recebida de terceiros,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento comercial de cooperativa.",
7.105,"Venda de produção do estabelecimento, que não deva por ele transitar","Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.",
7.106,"Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no estabelecimento sem que haja retorno ao estabelecimento depositante. Também serão classificadas neste código as vendas de mercadorias importadas, cuja saída ocorra do recinto alfandegado ou da repartição alfandegária onde se processou o desembaraço aduaneiro, com destino ao estabelecimento do comprador, sem transitar pelo estabelecimento do importador.",
7.127,Venda de produção do estabelecimento sob o regime de drawback,"Classificam-se neste código as vendas de produtos industrializados no estabelecimento sob o regime de drawback , cujas compras foram classificadas no código 3.127 - Compra para industrialização sob o regime de drawback.",
7.2,"DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES", Início,
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
7.201,Devolução de compra para industrialização ou produção rural (NR Ajuste SINIEF 05/2005) (Decreto 28.868/2006),"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""1.101 - Compra para industrialização ou produção rural"".",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
7.202,Devolução de compra para comercialização,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização.",
7.205,Anulação de valor relativo à aquisição de serviço de comunicação,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.",
7.206,Anulação de valor relativo a aquisição de serviço de transporte,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.",
7.207,Anulação de valor relativo à compra de energia elétrica,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.",
7.21,Devolução de compra para utilização na prestação de serviço,"Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas nos códigos “3.126 - Compra para utilização na prestação de serviço sujeita ao ICMS” e “3.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN Vejamais[p7](AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010). efeitos a partir de 1º de janeiro de 2011– DECRETO 36.465/2011.",
7.211,Devolução de compras para industrialização sob o regime de drawback,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização sob o regime de drawback e não utilizadas no referido processo, cujas entradas tenham sido classificadas no código 3.127 - Compra para industrialização sob o regime de drawback.",
,,,
7.25,VENDAS DE ENERGIA ELÉTRICA, Início,
7.251,Venda de energia elétrica para o exterior,Classificam-se neste código as vendas de energia elétrica para o exterior.,
7.3,PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO, Início,
7.301,Prestação de serviço de comunicação para execução de serviço da mesma natureza,Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.,
